0.020835, 0.0228762, -0.00110973, -0.0271165, 0.0376893, 0.0362754, 0.0266371, 0.00415581, -0.00250437, 0.0017609, 0.00794674, -0.00649834, 0.000937542, -0.0054889, -0.00603676, -0.449712, -0.319354, 9.75084
0.0208567, 0.0222227, 0.000894503, -0.0271704, 0.0376479, 0.0360262, 0.0243899, 0.0106934, -0.00165969, 0.00315459, 0.000767989, -0.0137338, 0.000165468, 0.0241588, -0.000180368, 0.762754, -0.0935876, 8.09893
0.0216144, 0.0220965, 0.00249, -0.0274088, 0.037732, 0.0357726, 0.0316623, 0.0139234, -0.00961801, -0.00964449, -0.00079161, 0.00259725, -0.00964449, -0.00079161, 0.00259725, -0.341991, -0.298173, 9.74184
0.0220709, 0.0216357, 0.00342656, -0.0273945, 0.0375998, 0.0356, 0.0326812, 0.01449, -0.00977038, -0.00484943, 0.00684895, -0.00618574, 0.000819773, -0.00521091, -0.00503732, -0.403142, -0.273287, 9.81051
0.0222449, 0.0214722, 0.00384265, -0.0274205, 0.0375706, 0.0355181, 0.0316753, 0.0138669, -0.00981869, 0.00151939, 0.00439269, 0.00089645, -0.00729032, -0.00388294, 0.00881046, -0.183039, -0.386976, 9.74008
0.022744, 0.0210318, 0.00515801, -0.0273574, 0.0374805, 0.0356787, 0.0291949, 0.0120463, -0.00983482, -0.00440936, 0.00145573, 0.000453748, -0.000993417, -0.00483545, 0.000887222, -0.373769, -0.304856, 9.71405
0.0235749, 0.0206844, 0.00656244, -0.0272582, 0.0373634, 0.0359212, 0.0255448, 0.00786499, -0.0009035, -0.00171479, 0.000261152, -0.00679394, -0.00171479, 0.000261152, -0.00679394, -0.367746, -0.308512, 9.87414
0.023507, 0.0200306, 0.00874298, -0.0269253, 0.0341551, 0.0345684, 0.0175902, -0.000245782, 0.0495342, 0.0616243, -0.166124, -0.0701897, 0.188503, -0.196413, -0.0924234, -0.239546, -0.0129448, 11.4257
0.0233738, 0.0194164, 0.0131956, -0.020467, 0.0263812, 0.0312315, 0.0179087, 0.000371337, 0.132687, 0.141161, -0.224833, -0.109211, 0.0566405, -0.231389, -0.108024, -0.254974, -0.226072, 12.2682
0.0230356, 0.0183798, 0.029406, -0.0107307, 0.0132944, 0.0252947, 0.0116843, -0.00221181, 0.304494, 0.179975, -0.207221, -0.0920115, 0.0431587, -0.174378, -0.0803429, -0.41856, -0.0947784, 12.467
0.022637, 0.0176722, 0.0437995, -0.00581028, 0.00613209, 0.022036, 0.0037886, -0.00842908, 0.399217, 0.231098, -0.138136, -0.0700823, -0.0243917, -0.118807, -0.0817785, -0.449889, -0.20245, 12.2256
0.0212383, 0.0162599, 0.0634171, -0.00491498, 0.00187301, 0.0193299, -0.00938067, -0.0150254, 0.496183, 0.000413685, -0.0916144, -0.0573555, 0.251565, -0.070745, -0.0624569, -0.248151, -0.0953184, 12.3169
0.0187626, 0.0140149, 0.100612, -0.00203042, -0.000917195, 0.0155752, -0.0281954, -0.0246678, 0.644015, -0.0414046, -0.0242211, -0.0554076, 0.233034, -0.0246183, -0.0529777, -0.210702, -0.248215, 12.2495
0.0166744, 0.0122412, 0.129691, 0.000964651, -0.00129097, 0.0134969, -0.0383833, -0.0352901, 0.740046, -0.224508, 0.0208989, -0.0503884, -0.0585027, 0.027354, -0.0575573, -0.0888966, -0.135266, 12.253
0.0133682, 0.00943107, 0.176821, -0.000860999, 0.00035355, 0.0108606, -0.0480737, -0.044446, 0.85595, -0.22487, 0.0260897, -0.0349241, -0.22487, 0.0260897, -0.0349241, -0.0727765, -0.237624, 11.4574
0.00976242, 0.00621525, 0.215854, -0.00296954, 0.00174357, 0.00951523, -0.0563779, -0.0494786, 0.858827, 0.156303, 0.0247576, -0.0423915, -0.114931, 0.0141587, -0.0406102, -0.357217, -0.17037, 9.07134
0.00645508, 0.00338518, 0.24914, -0.00563896, 0.0029173, 0.0079264, -0.0644982, -0.0544681, 0.811161, -0.087955, 0.0671952, -0.0444718, 0.0683551, 0.0515111, -0.0529472, -0.136625, -0.151436, 8.27412
0.00158208, -0.000752719, 0.292266, -0.00699641, 0.00576967, 0.00582666, -0.0747967, -0.0619774, 0.740075, -0.0502529, 0.0525201, -0.0306367, 0.0378337, 0.0575592, -0.0301398, -0.185125, -0.158158, 8.91507
-0.00207576, -0.0037863, 0.32074, -0.00700337, 0.00803138, 0.00475182, -0.0785756, -0.0643065, 0.70559, -0.085722, 0.0418696, -0.0275585, -0.120881, 0.0321441, -0.0246572, -0.188995, -0.190886, 9.06789
-0.0096521, -0.00912139, 0.363017, -0.00938534, 0.0108855, 0.00332227, -0.0848194, -0.0697414, 0.660358, -0.0106848, 0.0482013, -0.0220776, -0.0927575, 0.0322663, -0.026925, -0.178319, -0.074579, 9.21886
-0.0143647, -0.0124554, 0.389318, -0.0116156, 0.0123214, 0.0023733, -0.0904462, -0.0712412, 0.63467, -0.00679368, 0.0475242, -0.0330478, 0.0154334, 0.0396517, -0.0286664, -0.184598, -0.13828, 8.95629
