label,pitch,pitch_v,roll,roll_v,time,x,x_v,y,y_v,yaw,yaw_v,z,z_v
Hold,0.000102728,-0.00281589,0.000643775,-0.00192334,1556050000.0,0.008615600000000001,0.000609333,0.00413634,-4.54847e-05,-0.0926493,0.0028824000000000002,-0.00469855,0.0004896480000000001
Hold,0.000146509,0.000525114,0.000481908,-0.00194144,1556050000.0,0.0085956,-0.00023987400000000003,0.00415309,0.000200962,-0.09288189999999999,-0.00278952,-0.00468858,0.00011953
Hold,-0.00029441,-0.00528287,0.000587638,0.00126681,1556050000.0,0.00865732,0.000739592,0.00416236,0.000111085,-0.0929574,-0.000904929,-0.00467828,0.000123364
Hold,0.000281754,0.00690434,0.00045371,-0.00160489,1556050000.0,0.00854603,-0.00133364,0.00415776,-5.5201e-05,-0.09311649999999999,-0.00190621,-0.00469412,-0.00018977099999999998
Hold,-0.000328159,-0.00734602,-0.000147579,-0.00724214,1556050000.0,0.00861882,0.000876707,0.00402015,-0.00165737,-0.0926368,0.00577713,-0.00471611,-0.000264876
Hold,-0.000395091,-0.000807887,-0.00019564400000000003,-0.000580165,1556050000.0,0.00863612,0.00020872099999999998,0.00397506,-0.0005442530000000001,-0.0928043,-0.00202166,-0.00473013,-0.00016920299999999999
Hold,-0.000148361,0.00296351,0.000141149,0.00404529,1556050000.0,0.00859192,-0.0005307959999999999,0.004024,0.000587789,-0.09290830000000001,-0.00124943,-0.00473847,-0.00010012799999999999
Hold,-9.631409999999999e-05,0.000622947,0.00022490900000000002,0.00100252,1556050000.0,0.00860551,0.000162621,0.00405782,0.00040485099999999996,-0.092973,-0.0007736780000000001,-0.00471127,0.00032549799999999997
Hold,0.00105227,0.013707200000000001,-0.000447177,-0.00802068,1556050000.0,0.00840338,-0.00241221,0.0039587,-0.00118291,-0.09297489999999999,-2.35042e-05,-0.00469671,0.00017381799999999998
Hold,-0.000225375,-0.0153205,0.000390086,0.0100398,1556050000.0,0.008630200000000001,0.0027198,0.00408811,0.00155182,-0.0929453,0.000355681,-0.00470565,-0.000107304
Hold,-3.13221e-05,0.00236057,0.0008045560000000001,0.00504187,1556050000.0,0.00862363,-7.98796e-05,0.0041826,0.00114934,-0.09271839999999999,0.00275926,-0.00470129,5.30626e-05
Hold,-0.000184235,-0.00185321,0.000251218,-0.00670613,1556050000.0,0.00865239,0.000348555,0.00410697,-0.00091651,-0.092515,0.00246601,-0.00470068,7.40456e-06
Hold,0.000250236,0.00509964,0.000482144,0.00271052,1556050000.0,0.0085765,-0.000890721,0.00413143,0.000287132,-0.0928463,-0.00388863,-0.00472618,-0.000299243
Hold,0.000187363,-0.000750923,0.000254322,-0.00272103,1556050000.0,0.00858554,0.000107904,0.00409545,-0.00042982,-0.09283179999999999,0.00017251099999999998,-0.00470205,0.000288157
