z,xv,yv,zv,label
-0.0046998,-0.00054264,0.00016392,-0.00034002,1
-0.0046989,0.0014639,-0.00017212,1.1273e-05,1
-0.0046959,0.00011563,3.3617e-05,3.5428e-05,1
-0.0047271,0.00022303,0.0011083,-0.00037419,1
-0.0047088,-0.00093754,-0.0010377,0.00021943,1
-0.004718,0.0008248,0.00096071,-0.00011121,1
-0.0046711,-0.0021218,-0.0006466,0.00056742,1
-0.0046474,0.0020061,-1.9161e-05,0.00028322,1
-0.004645,0.0007513,0.0008988,2.9583e-05,1
-0.004685,-0.00015178,-0.00083977,-0.00047788,1
-0.0047212,-0.00016778,-8.9143e-05,-0.00043487,1
-0.0047621,0.0005102,0.00055521,-0.00049089,1
-0.00475,-0.0029731,-0.0017911,0.00014481,1
-0.0047206,0.0019386,0.0011647,0.00035375,1
-0.0046702,-0.00055279,-0.00040123,0.00060273,1
-0.0046541,-0.0012547,-0.00065173,0.00019338,1
-0.0046416,-0.00017607,0.00052245,0.00015021,1
-0.0046703,0.0015906,0.00096625,-0.00034314,1
-0.0046837,0.0012256,9.8919e-05,-0.00016177,1
-0.0047176,-0.00023508,0.00055342,-0.00040487,1
-0.0047274,-0.001843,-0.0013541,-0.00011988,1
-0.0047019,0.00083419,-0.00019397,0.00030471,1
-0.0047214,-0.00020129,0.00040604,-0.00023385,1
-0.0047089,8.493e-05,-0.00078094,0.00014991,1
-0.0046917,-0.00054487,0.00011789,0.00020709,1
-0.004715,-0.0013552,-0.0017849,-0.00027889,1
-0.0046738,0.0009706,0.0020826,0.00049486,1
-0.0046127,0.00017872,0.00030927,0.00073264,1
-0.0046182,0.0020029,0.0012456,-6.5152e-05,1
-0.0046297,-0.0019698,-0.0025494,-0.00013844,1
-0.004652,0.002957,0.00059251,-0.00026799,1
-0.0046673,-0.0036219,-0.00080573,-0.00018303,1
-0.0047093,0.0016268,0.00086166,-0.00050518,1
-0.0047276,0.00074439,3.8729e-05,-0.00021914,1
-0.0046721,-0.0032237,-0.00036934,0.00066642,1
-0.0047052,0.0020746,-0.0012816,-0.00039635,1
-0.0046517,0.00080066,0.00079144,0.0006411,1
-0.0046576,-0.0010164,-0.0005173,-7.1646e-05,1
-0.004683,-1.8606e-05,0.0028031,-0.00030576,1
-0.004685,0.00015686,-0.0032032,-2.343e-05,1
-0.0046875,0.0011267,0.0028572,-3.0226e-05,1
-0.0047185,-0.0022815,-0.00075159,-0.00037255,1
-0.0046838,0.0011635,0.0010359,0.00041622,1
-0.0046712,0.00026138,-0.0025982,0.00015088,1
-0.0046846,-0.0010269,-0.00093118,-0.00016207,1
-0.0047323,-0.00079003,0.0012538,-0.00057078,1
-0.0047434,0.0011338,-0.00034341,-0.00013413,1
-0.0046989,0.00011922,0.00059611,0.0005316,1
-0.0047174,0.00043848,-0.00066082,-0.00022268,1
-0.0047258,-6.623e-05,0.002465,-9.9776e-05,1
-0.0047002,0.0011468,-0.00017818,0.00030889,1
-0.0046359,0.00021615,-0.00077801,0.00076793,1
-0.0046204,-0.0036363,-0.00047965,0.00018695,1
-0.004662,0.0020631,-0.0014974,-0.00049741,1
-0.0047094,0.00013043,0.0014927,-0.00057153,1
-0.0047277,0.0010368,-0.00041385,-0.00021821,1
-0.0047878,-0.0017039,0.0015137,-0.00072519,1
-0.0047614,-0.00063694,-0.0014617,0.00031608,1
-0.0047383,0.0001031,-0.0012698,0.00027771,1
-0.0046648,-0.00013856,0.0012983,0.00087902,1
-0.0046396,0.00015025,0.0020731,0.00030474,1
-0.0046565,0.0013955,0.00057047,-0.00020952,1
-0.0046327,-0.00012022,-0.0015397,0.00027787,1
-0.0046963,0.00049876,-0.0017081,-0.00076085,1
-0.004732,4.9391e-05,0.0016922,-0.00042967,1
-0.0047172,-0.00094987,-0.00050506,0.00017786,1
-0.0047216,-0.0002365,-0.0014309,-5.3913e-05,1
-0.0047157,0.0013605,0.0014751,7.1251e-05,1
-0.0047484,-0.0015675,-0.00015594,-0.00039191,1
-0.0047365,0.00044021,0.001306,0.00014198,1
-0.0046711,-0.00031854,-0.0010559,0.00078263,1
-0.0046591,0.0020735,0.0017751,0.00014423,1
-0.0046586,-0.0021748,-0.0015389,7.134e-06,1
-0.0046784,0.00029316,-0.0015047,-0.00023947,1
-0.0047032,0.0014082,0.00089662,-0.00029829,1
-0.0047382,-0.0011184,0.00085487,-0.00041883,1
-0.0047592,-0.00067402,-0.0016714,-0.00025172,1
-0.0047381,-0.00047032,0.00016775,0.00025415,1
-0.0047256,0.00066446,-0.0021786,0.00014969,1
-0.0047025,-0.00086549,0.0021826,0.00027681,1
-0.0046942,0.00066062,0.0016268,9.9341e-05,1
-0.0046816,0.0024548,-4.4203e-05,0.00015112,1
-0.0046949,-0.0033863,-0.0013677,-0.00015992,1
-0.004781,-0.00016924,-0.00068174,-0.0010314,1
-0.0047473,-0.00076296,0.00061751,0.00040339,2
-0.0046974,0.0017147,-0.00029851,0.00059914,2
-0.0046936,0.00037202,-3.2897e-05,4.6052e-05,2
-0.00472,-0.00083922,0.0013877,-0.00031631,2
-0.0047396,1.9621e-07,3.4579e-05,2.1959e-06,2
-0.0047451,0.0019775,0.0024609,-6.6498e-05,2
-0.0047506,-0.0012022,0.00059656,-6.6222e-05,2
-0.0047424,0.00055899,0.0014302,9.8811e-05,2
-0.0046787,-0.0016575,-0.0032598,0.00076592,2
-0.004714,0.0017135,0.0028111,-0.00042223,2
-0.0046684,-0.00079291,-0.0012261,0.00054862,2
-0.0046917,-0.0007197,-0.00012795,-0.00027859,2
-0.0047055,-0.00036742,-0.00027158,-0.00016737,2
-0.0047367,0.00040822,-0.0010472,-0.00037152,2
-0.0047237,0.0021952,-0.00055236,0.00016123,2
-0.0046723,-0.0029959,0.0036562,0.00060979,2
-0.004664,0.0021028,-0.002048,9.8067e-05,2
-0.0046023,-0.0010004,0.00035087,0.00074219,2
-0.0045882,0.000775,0.00071572,0.00016951,2
-0.0045136,-0.0012587,0.00023309,0.00089117,2
-0.0043635,0.00085069,-0.00044091,0.0018097,2
-0.0042258,-0.0029485,-0.00092549,0.0016452,2
-0.0039268,0.0061593,-0.0016261,0.0035985,2
-0.0035207,0.0016376,0.0024347,0.0048535,2
-0.0028732,0.0081049,-0.0031941,0.0078274,2
-0.0020516,0.01008,0.00032634,0.0098206,2
-0.0010183,-0.0031186,-0.008395,0.012393,2
0.00049716,0.0056313,-0.0051068,0.018236,2
0.0026066,-0.00011313,-0.0014455,0.025272,2
0.0047744,-0.018451,0.013115,0.026201,2
0.0075652,0.0066699,0.0045574,0.03325,2
0.010749,-0.00034005,0.0059692,0.038111,2
0.014297,-0.012743,-0.0050068,0.042685,2
0.018194,0.0022577,0.0038357,0.046687,2
0.022571,-0.0029054,-3.6247e-05,0.052612,2
0.027295,0.0058614,0.0040836,0.056563,2
0.032466,0.0017152,-0.0021212,0.062613,2
0.037961,-0.00061739,0.0042415,0.065335,2
0.043784,-0.012019,0.00046937,0.070012,2
0.049949,-0.007664,0.0057157,0.074331,2
0.056491,-0.0079538,0.002914,0.078216,2
0.063214,0.0018662,0.0021183,0.081485,2
0.070258,-0.0064116,-0.001134,0.084004,2
0.077426,-0.0035355,0.00031206,0.085893,2
0.084891,0.0019913,0.00040881,0.089556,2
0.092596,-0.011032,0.004094,0.092253,2
0.10027,-0.0031332,0.0026959,0.09203,2
0.1085,-0.0010038,0.005675,0.098542,2
0.1166,-0.0052262,-0.005978,0.097741,2
0.12505,0.006961,0.0031219,0.10112,2
0.13332,-0.0088097,-0.0085316,0.099131,2
0.14168,-0.0041182,0.0043567,0.10081,2
0.15045,-0.0039965,0.00068994,0.10468,2
0.15897,-0.00093588,0.00042256,0.10371,2
0.16771,-0.00105,0.0062195,0.10343,2
0.17633,-0.0021817,-0.0095871,0.10325,2
0.18525,-0.0065193,-0.0071768,0.10741,2
0.19374,-0.0058605,0.0056111,0.1019,2
0.20258,-0.0037094,0.00070875,0.10604,2
0.21127,0.0052613,0.0032254,0.10431,2
0.22008,-0.0056728,-0.0091188,0.10639,2
0.22873,-7.965e-06,0.005071,0.10277,2
0.23727,-0.0067597,0.0013866,0.10281,2
0.24574,-0.0036873,-0.0025623,0.10234,2
0.25448,0.00095498,0.0039873,0.10415,2
0.26288,0.0058507,-0.0039492,0.10395,2
0.27144,0.0029447,0.0043342,0.099701,2
0.27982,0.001403,-0.0055246,0.10018,2
0.2879,-0.013087,0.00051569,0.097313,2
0.29593,0.00061314,-0.00071788,0.096819,2
0.30404,-0.0066873,-0.0078576,0.097297,2
0.3122,0.00020759,-0.004324,0.097373,2
0.32005,0.00094887,-3.4054e-05,0.096709,2
0.32806,-0.0043048,-0.0013697,0.093751,2
0.33574,-0.0073667,-0.0027073,0.093079,2
0.34349,0.00010229,-0.0041966,0.093417,2
0.35095,0.0037898,0.0054857,0.088263,2
0.35842,0.0042661,0.007955,0.089677,2
0.36587,-0.0032774,-0.001518,0.089345,2
0.37324,-0.0071876,-0.0020502,0.088097,2
0.38046,-0.0079016,-0.010411,0.086964,2
0.38764,0.0022311,-0.0028768,0.086456,2
0.39466,0.014184,0.01396,0.084356,2
0.40153,-0.0044301,-0.0080941,0.081969,2
0.40835,-0.0062988,-0.0069906,0.083801,2
0.41516,-0.0037407,-0.0013675,0.079954,2
0.42185,0.005163,4.3075e-05,0.080144,2
0.42856,0.0035222,-0.00044642,0.081351,2
0.43495,-0.002119,-0.0064612,0.075801,2
0.44126,-0.0055963,-0.0089856,0.075931,2
0.44754,0.0054885,-0.0030916,0.075271,2
0.45374,-0.0029115,-0.0046868,0.074496,2
0.46003,0.0015815,-0.0059499,0.075455,2
0.46613,0.0022005,0.00027037,0.073944,2
0.47231,0.0050108,-0.0063809,0.073944,2
0.47841,0.0017292,-0.0064046,0.072746,2
0.48436,-0.0010409,-0.006529,0.07149,2
0.49036,0.0029759,-0.0051518,0.071947,2
0.49618,-0.0037449,-0.0034754,0.069769,2
0.50198,0.0007241,-0.0086457,0.069411,2
0.5078,-0.00069493,-0.0026646,0.070035,2
0.51358,0.00017646,-0.0017117,0.069188,2
0.51938,-0.001755,-0.0085499,0.0702,2
0.52502,0.0049914,-0.0098248,0.067491,2
0.53068,0.0027626,-0.0030444,0.067855,2
0.53627,-0.0053896,0.0017148,0.067358,2
0.54182,0.0011826,-0.011871,0.066089,2
0.54745,0.00015193,0.0010854,0.067455,2
0.55297,0.0021881,-0.004005,0.066787,2
0.55835,0.004378,-0.0086886,0.064589,2
0.56379,-0.0090318,-0.00014901,0.064879,2
0.56915,0.0051788,-0.00097973,0.064414,2
0.5744,0.0078413,-0.0032695,0.063023,2
0.57964,-0.0045237,-0.0044925,0.062649,2
0.58476,0.0045108,-0.0094356,0.061607,2
0.59004,-0.0033382,-0.0019112,0.063081,2
0.59509,0.0091158,-0.00014158,0.0609,2
0.60021,0.0020794,-0.0046131,0.061997,2
0.60514,-0.0067209,-0.0039155,0.058591,2
0.61024,0.00073917,-0.0054331,0.061025,2
0.61529,0.0027905,-0.0036093,0.060795,2
0.62014,0.0042602,-0.0010654,0.05862,2
0.62505,-0.00065836,-0.001896,0.058492,2
0.62979,0.0055559,0.0025884,0.056754,2
0.63455,1.4461e-06,-2.3904e-05,-0.00053325,2
0.63929,-0.0047119,-0.0031118,0.0569,2
0.644,0.010027,-0.0014622,0.056485,2
0.64877,-0.0018994,-0.0019548,0.057299,2
0.65328,0.0038517,0.0046604,0.054099,2
0.65793,-0.0012719,-0.0039453,0.056958,2
0.66229,0.0017555,-2.5942e-05,0.051582,2
0.66686,-0.0063182,-0.0071025,0.054443,2
0.6712,0.011786,0.001056,0.052519,2
0.67557,-0.0092479,-0.00095725,0.05307,2
0.67983,0.0074813,0.0011626,0.050672,2
0.68437,-0.0049431,-0.0058551,0.055047,2
0.68844,0.0083659,0.010664,0.04783,2
0.69272,-0.0062409,-0.0043125,0.051282,2
0.6968,0.0073382,0.0038286,0.049121,2
0.70107,-0.0036345,-0.00077657,0.051129,2
0.70499,0.010802,0.0046193,0.047121,2
0.70903,-0.007568,0.00072532,0.048546,2
0.71293,0.010487,-0.0030403,0.046647,2
0.71697,-0.0044279,0.0016873,0.048547,2
0.72067,0.009009,0.0048407,0.044484,2
0.72459,0.0016317,0.00065363,0.048044,2
0.72837,-0.0041637,-0.0030792,0.044365,2
0.73193,0.014175,0.0075487,0.042588,2
0.73574,-0.0063997,-0.0043835,0.045782,2
0.73936,0.0082791,0.0052993,0.043389,2
0.74303,-0.0011742,0.0044164,0.044162,2
0.74657,-0.0017763,-0.011215,0.042256,2
0.74992,0.0056476,0.0077022,0.040357,2
0.75355,0.0021478,-0.00041037,0.043597,2
0.75678,0.0018553,0.0045671,0.038738,2
0.76029,0.00066624,0.0061736,0.042041,2
0.76353,0.0024825,-0.0028155,0.038842,2
0.7667,0.0027309,0.010556,0.037924,2
0.76993,0.0024135,-0.0095617,0.039039,2
0.77308,0.0013353,0.0076623,0.037602,2
0.77631,0.0026804,-0.0012649,0.038942,2
0.77922,-0.0024332,-0.0099146,0.034957,2
0.78228,0.0097307,0.0093408,0.03704,2
0.78521,-0.0016865,-0.0043283,0.034841,2
0.78813,-0.00049896,-0.0021152,0.03515,2
0.79096,0.0067103,0.003355,0.033824,2
0.79385,-0.0020804,0.0012118,0.034692,2
0.79665,-0.0023652,-0.0081383,0.033361,2
0.79927,0.01222,0.012772,0.031537,2
0.80215,-0.0036011,-0.0038832,0.034636,2
0.80462,-0.0024458,-0.0099547,0.029727,2
0.80729,0.0080246,0.0083628,0.031968,2
0.80978,0.0047695,0.0011241,0.029884,2
0.8121,-0.00029864,-0.0079466,0.027779,2
0.81444,0.0052628,-0.0012401,0.028185,2
0.81675,0.0064088,0.00095578,0.027654,2
0.81887,-0.0008675,-0.0042168,0.025533,2
0.82104,0.0022833,0.00023791,0.025989,2
0.82306,-0.0022099,-0.0031409,0.024198,2
0.82514,0.0084105,0.001925,0.024977,2
0.82707,-0.0010273,0.0013058,0.023281,2
0.82902,-0.0021345,-0.00222,0.023276,2
0.8308,0.012159,0.0028111,0.02163,2
0.83247,0.00094064,-0.0066395,0.019915,2
0.83414,0.0018736,0.00022206,0.019981,2
0.83568,0.0052974,0.0017893,0.018472,2
0.83718,0.0020052,-0.0093875,0.018001,2
0.8387,0.00040459,-0.0073916,0.018156,2
0.84005,0.0066851,0.00031776,0.016278,2
0.84134,0.0028776,-0.0020515,0.015474,2
0.84265,0.0011995,-0.0041071,0.015702,2
0.84396,0.0031342,-0.0011872,0.015654,2
0.8452,0.0017841,-0.0036526,0.015345,2
0.84634,0.001947,-0.0053986,0.01331,2
0.84735,0.0042588,-0.0013158,0.012443,2
0.8484,0.00089655,-0.0050631,0.012452,2
0.84939,0.0046933,-0.0015223,0.011688,2
0.8503,0.0037977,-0.0022968,0.011,2
0.85112,-0.0014636,-0.0049637,0.009828,2
0.85199,0.0026673,-0.0063704,0.010363,2
0.85287,0.0049217,-0.0037609,0.010646,2
0.85376,0.008202,-0.0017797,0.010627,2
0.85457,0.0045463,0.0021222,0.0097069,2
0.85531,0.00058811,0.0015799,0.008871,2
0.85608,0.0015153,-0.0022294,0.0092688,2
0.85678,0.0018871,-0.0027901,0.0083838,2
0.85738,0.0016841,-0.003506,0.0073215,2
0.85802,0.0030332,-0.0067261,0.0076165,2
0.85855,0.0034359,-0.0039787,0.0063188,2
0.85912,0.0035168,-0.0033552,0.0068128,2
0.85974,0.0010968,-0.0042519,0.0074933,2
0.86042,-0.0017169,-0.0039586,0.0081422,2
0.86111,-0.00026231,-0.0045422,0.0082596,3
0.86166,0.0037132,0.0022292,0.0065511,3
0.86216,0.0053502,0.00033559,0.0060616,3
0.8626,0.0069187,-0.0011681,0.005294,3
0.86309,0.0063252,-0.0009629,0.0058786,3
0.8636,0.0031445,-0.0022237,0.0061418,3
0.86412,0.0039581,-0.0045165,0.0062347,3
0.86464,0.0017052,-0.0053076,0.0062028,3
0.86518,0.0019534,-0.0038581,0.0064438,3
0.86572,0.003587,-0.0010109,0.0065091,3
0.86627,0.0049208,-0.00066802,0.0067881,3
0.86682,0.0047475,0.001357,0.0064608,3
0.86736,0.0046998,0.0013559,0.006472,3
0.86784,0.001566,-0.00068467,0.0057818,3
0.86835,0.0034262,-0.0021726,0.0061158,3
0.86883,0.0054592,-0.0020142,0.0057623,3
0.86937,0.0063238,-0.002749,0.0064374,3
0.86995,0.0050123,-0.0041153,0.0069613,3
0.87052,0.0043113,-0.0051056,0.0068014,3
0.87104,-0.0005105,-0.0070324,0.0063048,3
0.87154,0.0020381,-0.0046088,0.0060411,3
0.87201,0.0038246,-0.0025519,0.0056403,3
0.87247,0.001329,-0.00017494,0.0055079,3
0.87301,0.0020984,-0.0013261,0.0064802,3
0.8736,0.0073613,0.00097989,0.0070879,3
0.87419,0.0057,-0.0016201,0.007014,3
0.8747,0.0057633,0.00029768,0.0061923,3
0.87528,0.0034561,-0.0027974,0.0068808,3
0.87582,0.0047588,-0.0042596,0.0066148,3
0.8763,0.0052138,-0.0063777,0.0056813,3
0.8768,0.0060993,-0.0059796,0.006017,3
0.87739,0.0073006,-0.0019185,0.0071269,3
0.87801,-7.2553e-05,1.0429e-05,-6.9738e-05,3
0.87861,0.0041182,-0.001928,0.0071637,3
0.87922,0.00069745,-0.001898,0.0073121,3
0.87982,0.0050256,-0.0028368,0.0072145,3
0.8804,0.0068864,-0.0036436,0.0070053,3
0.88101,0.0074024,-0.0056427,0.0072038,3
0.88161,0.0045188,-0.0065535,0.0072223,3
0.88217,0.0036877,-0.0069813,0.0067083,3
0.88278,0.0022027,-0.0071895,0.0073624,3
0.88339,0.0052257,-0.0058906,0.0072569,3
0.88403,0.007494,-0.0023148,0.0079568,3
0.8847,0.0074721,-0.00055024,0.0078981,3
0.8853,0.0038862,-0.001131,0.0072271,3
0.88589,0.0032301,-0.0031704,0.0069679,3
0.88648,0.0041383,-0.0011814,0.0070882,3
0.88711,0.0062155,-0.0014596,0.007525,3
0.88774,0.0045254,-0.0034549,0.0076014,3
0.88836,0.0059552,-0.005546,0.0074894,3
0.889,0.0051949,-0.0070271,0.0076794,3
0.88956,0.0061893,-0.0081833,0.006644,3
0.89013,0.0050908,-0.0056645,0.0068795,3
0.89072,0.0041514,-0.0058748,0.0070427,3
0.89134,0.0050272,-0.0026948,0.0074615,3
0.89197,0.0044961,-0.006437,0.0076097,3
0.89257,0.002584,-0.0071105,0.0071062,3
0.89316,0.0017534,-0.0071392,0.0071243,3
0.89375,0.0050095,-0.0048567,0.0071525,3
0.89437,0.0072075,-0.0055753,0.0073307,3
0.89499,0.0082139,-0.0073736,0.0074759,3
0.89563,0.0090986,-0.0074342,0.0076894,3
0.89628,0.0061376,-0.0061634,0.0077988,3
0.89692,0.003861,-0.0029059,0.0076476,3
0.89762,0.0052212,-0.0020943,0.0084556,3
0.89831,0.0052043,-0.0026816,0.0081924,3
0.89894,0.0060057,-0.0058537,0.0077292,3
0.89962,0.0031275,-0.0064861,0.008071,3
0.90038,0.0054439,-0.0058737,0.0090625,3
0.90117,0.0094488,-0.0033982,0.0096021,3
0.90192,0.0061725,-0.0065536,0.009023,3
0.90263,0.0059669,-0.0090746,0.0084325,3
0.90332,0.0035868,-0.0073393,0.0082655,3
0.90404,0.0044192,-0.0073886,0.0086414,3
0.90487,0.0085361,-0.0038555,0.010013,3
0.9057,0.0065751,-0.002519,0.0098428,3
0.90655,0.0054029,-0.0016469,0.010233,3
0.90742,0.00054583,-0.0073062,0.010514,3
0.90831,0.0041112,-0.0060116,0.01063,3
0.90918,0.0068473,-0.0037342,0.010465,3
0.91009,0.0078243,-0.003092,0.010932,3
0.91102,0.0057548,-0.004017,0.011031,3
0.91191,0.0017617,-0.0045258,0.010762,3
0.91273,0.0044735,-0.0077803,0.0099111,3
0.91362,0.0057353,-0.0064444,0.010676,3
0.91444,0.0056143,-0.0046611,0.0097735,3
0.91524,0.00091406,-0.0052879,0.0096616,3
0.91614,0.0042239,-0.0024236,0.010803,3
0.91709,0.0095502,-0.0016183,0.0117,3
0.91805,0.0044745,-0.00569,0.01123,3
0.91901,0.0025218,-0.0037688,0.011512,3
0.9198,0.0039405,-0.0066874,0.0093938,3
0.92065,0.0057629,-0.0070438,0.010292,3
0.92152,0.0047369,-0.0076366,0.010495,3
0.92241,0.0050489,-0.0041743,0.010711,3
0.92331,0.0020023,-0.0028422,0.010931,3
0.92424,0.0042799,-0.0025112,0.010987,3
0.92519,0.0073729,-0.0022715,0.011373,3
0.92614,0.006303,-0.0048166,0.011497,3
0.92708,0.0019127,-0.007934,0.011065,3
0.92805,0.0018458,-0.0070179,0.011747,3
0.929,0.0029528,-0.0036386,0.011296,3
0.92984,0.0055459,-0.0021185,0.01039,3
0.93074,0.0034699,-0.0025445,0.010518,3
0.93158,0.003274,-0.0030048,0.010113,3
0.93242,0.005124,-0.0036156,0.010179,3
0.93335,0.0069318,-0.0034147,0.011103,3
0.93432,0.0052929,-0.0044829,0.011532,3
0.93528,0.0012406,-0.0086748,0.011694,3
0.9362,-0.00088081,-0.0083538,0.010972,3
0.93707,0.0032246,-0.0017297,0.010445,3
0.93796,0.0071764,-0.00086467,0.010602,3
0.93879,0.0064921,-9.6854e-06,0.0099953,3
0.93963,0.0040133,-0.0025449,0.010108,3
0.94058,0.0045051,-0.0045299,0.011372,3
0.94141,0.0053742,-0.0044767,0.0099147,3
0.94219,0.0056854,-0.0084075,0.0094686,3
0.94304,0.0015126,-0.0073052,0.010146,3
0.94386,0.00014948,-0.0060356,0.0098776,3
0.94478,0.0014257,-0.0062859,0.010975,3
0.94561,0.00086199,-0.0032679,0.010049,3
0.94649,0.0031064,-0.00093111,0.010501,3
0.94733,0.0023413,-0.0023194,0.010087,3
0.94814,0.0025154,-0.0039081,0.0096715,3
0.94898,0.0041351,-0.0054239,0.010079,3
0.94984,0.0057059,-0.0033055,0.01035,3
0.95067,0.0082908,-0.0037045,0.0099891,3
0.9515,0.0052822,-0.0063628,0.0098967,3
0.95227,-0.0012452,-0.0055633,0.0093027,3
0.95307,0.00085224,-0.0034636,0.0097247,3
0.95388,0.0030606,0.00030016,0.009559,3
0.95468,0.0038458,-0.0014129,0.0095904,3
0.95541,0.0027814,-0.002702,0.0087668,3
0.95616,-9.8088e-05,-0.0041708,0.009027,3
0.95693,0.0029436,-0.0021831,0.0092152,3
0.95777,0.0039283,-0.002965,0.010106,3
0.95863,0.0026759,-0.0047036,0.010306,3
0.95945,0.00019373,-0.0080934,0.0097921,3
0.96018,0.0004854,-0.0053481,0.0088591,3
0.9609,-0.0014883,-0.0052889,0.0086347,3
0.96168,0.0022693,-0.0018476,0.0093258,3
0.9624,0.0041253,0.0017944,0.0086055,3
0.96308,0.006296,0.0045714,0.0082548,3
0.96388,0.0032072,0.00090087,0.0094932,3
0.96479,0.0020567,-0.0025026,0.011012,3
0.96559,-0.00064224,-0.0078696,0.0095928,3
0.96638,-6.0697e-05,-0.011795,0.0094353,3
0.96713,0.002787,-0.0072936,0.0089582,3
0.96784,0.0038919,-0.0050705,0.0085939,3
0.96854,0.0039011,0.00066059,0.0084053,3
0.96923,0.0037368,0.00064051,0.0081989,3
0.9699,0.00109,0.0028692,0.0080494,3
0.97068,-3.2695e-05,-1.937e-05,-8.7988e-05,3
0.97154,0.0030311,-0.0034523,0.010392,3
0.97238,0.0036048,-0.0073188,0.0099995,3
0.97321,0.0029721,-0.0062902,0.0099159,3
0.97396,-0.0013652,-0.0056697,0.0090718,3
0.97472,0.0029696,-0.0015172,0.0090746,3
0.97552,0.0045833,4.56e-05,0.0096458,3
0.97636,0.0047192,0.0021591,0.0099546,3
0.97725,0.0032718,0.0020082,0.010718,3
0.97815,0.0009692,0.0013668,0.010801,3
0.9791,0.0017866,-0.0012605,0.011723,3
0.98007,0.0027917,-0.0020013,0.011324,3
0.98102,0.0024771,-0.0047488,0.011463,3
0.98199,0.00089466,-0.0042829,0.011596,3
0.983,0.00081627,0.00037076,0.012263,3
0.984,0.0012653,0.00050324,0.011901,3
0.98509,0.0035499,-0.001096,0.013005,3
0.98609,0.0043619,0.00048244,0.012035,3
0.98711,0.0042781,-0.00018338,0.012295,3
0.98816,0.0018076,-8.5567e-05,0.012485,3
0.98926,-0.00079834,-0.0030607,0.013236,3
0.99041,0.0042239,-0.0023961,0.013781,3
0.99149,0.0020221,-0.0022146,0.012929,3
0.99255,0.00081929,-0.0028408,0.012744,3
0.99363,-0.00038057,-0.00093741,0.013066,3
0.99468,0.0024292,8.4253e-05,0.01276,3
0.99575,0.005629,-0.0029103,0.012816,3
0.99689,0.0026263,-0.0039369,0.013373,3
0.99794,-0.00038838,-0.00016217,0.012717,3
0.99909,0.0020072,0.00080137,0.013828,3
1.0002,0.00086434,-0.0029685,0.012773,3
1.0012,-0.0059846,-0.010096,0.013028,3
1.0024,-0.0024891,-0.0065415,0.013384,3
1.0034,0.0056708,0.0036364,0.012661,3
1.0045,0.0034879,0.0056929,0.0129,3
1.0055,0.0027164,0.00090331,0.012111,3
1.0066,0.0023353,-0.0021764,0.013105,3
1.0077,-9.9675e-05,-0.0059922,0.013715,3
1.0088,0.0011466,-0.0082726,0.012497,3
1.0098,-0.0028186,-0.0054463,0.012676,3
1.0108,0.0042623,0.00012195,0.012121,3
1.0119,0.0059235,0.0030024,0.012501,3
1.0129,0.001834,0.0020844,0.012063,3
1.0139,0.00076133,-0.0018123,0.012071,3
1.0149,0.00064271,-0.0087825,0.012004,3
1.0158,2.8465e-06,-0.0044848,0.011517,3
1.0168,-0.0015014,-0.0035478,0.0117,3
1.0178,-0.001045,0.0013052,0.011513,3
1.0188,0.0046543,0.0040487,0.012056,3
1.0197,0.007503,-7.9494e-05,0.011189,3
1.0206,0.001976,-0.00084414,0.010765,3
1.0216,0.00049449,-0.0027951,0.011423,3
1.0225,-0.0012062,-0.007805,0.011098,3
1.0235,0.00021983,-0.0045469,0.011634,3
1.0244,-0.00052583,-0.0030711,0.011377,3
1.0254,-0.00036052,-0.0015369,0.011503,3
1.0263,0.0048868,0.0066533,0.011069,3
1.0272,0.0047015,0.0029792,0.010611,3
1.0282,0.0029764,-0.0020584,0.011734,3
1.0291,0.00018304,-0.0055139,0.011626,3
1.0301,-0.0021,-0.0087143,0.011901,3
1.0309,-0.0015897,-0.007141,0.0098131,3
1.0318,-0.0013414,-0.0039873,0.01037,3
1.0327,-0.00075358,-0.00080943,0.010692,3
1.0337,0.00045162,0.0041695,0.012063,3
1.0347,0.0024146,0.0031359,0.012102,3
1.0357,0.0053154,0.00018097,0.011403,3
1.0366,0.0023471,-0.0002167,0.010944,3
1.0375,-0.00012164,-0.00038275,0.011645,3
1.0385,-0.00062903,-0.0031201,0.011182,3
1.0394,0.0012492,-0.0047375,0.010862,3
1.0403,-0.00024607,-0.0031485,0.011333,3
1.0413,-0.0014907,-0.0025301,0.011474,3
1.0422,0.0024341,0.00023024,0.011069,3
1.0432,-0.0027227,0.0021738,0.012146,3
1.0441,0.0029584,0.0045028,0.011274,3
1.0451,0.0039452,0.0026208,0.011474,3
1.046,0.001298,0.0010753,0.011094,3
1.0469,0.00074575,-0.0017849,0.010642,3
1.0478,-0.00068247,-0.0048618,0.010607,3
1.0488,-0.0024652,-0.0044165,0.012119,3
1.0497,-0.0011527,-0.0034906,0.011261,3
1.0507,0.0018311,-0.00065938,0.011134,3
1.0516,-0.00030746,0.0013601,0.010554,3
1.0524,0.004416,0.0041978,0.010648,3
1.0533,0.0011945,0.0057216,0.010782,3
1.0543,-0.0009815,-0.0013375,0.011207,3
1.0551,-0.0021706,-0.0039698,0.0099246,3
1.056,-0.0011476,-0.0054041,0.010216,3
1.0568,-0.0019954,-0.0049511,0.0096431,3
1.0576,-0.00055121,-0.0022717,0.010095,3
