z,xv,yv,zv,label
1.5152,-0.005465,-0.0074743,0.00074325,3
1.5152,-0.0052386,-0.0075214,0.00038535,3
1.5152,-0.0079897,-0.010001,-0.00010968,3
1.5152,-0.008833,-0.011103,-0.00025802,3
1.5152,-0.007736,-0.011161,5.9818e-05,3
1.5152,-0.0050232,-0.010665,7.8702e-05,3
1.5152,-0.0085891,-0.012601,0.00030023,3
1.5153,-0.0052279,-0.0091873,0.00042224,3
1.5153,-0.0065149,-0.010502,0.00012227,3
1.5153,-0.0077909,-0.0091238,-0.00018319,3
1.5153,-0.0087087,-0.0084638,0.00059792,3
1.5154,-0.0066467,-0.0099286,0.00054941,3
1.5154,-0.005464,-0.0057808,0.00068039,3
1.5154,-0.0073256,-0.0096733,6.7147e-05,3
1.5155,-0.0073894,-0.0089177,0.0015609,3
1.5157,-0.0072203,-0.0084323,0.0018714,3
1.5158,-0.0075374,-0.011714,0.0011393,3
1.5159,-0.0069368,-0.01152,0.0010357,3
1.516,-0.0063515,-0.0094567,0.00099334,3
1.5161,-0.0076378,-0.0078718,0.0014561,3
1.5162,-0.0061729,-0.0067887,0.0013557,3
1.5163,-0.0058021,-0.010567,0.0015876,3
1.5164,-0.0089966,-0.0077735,0.00065059,3
1.5165,-0.008413,-0.0078858,0.0011726,3
1.5167,-0.0072855,-0.0083569,0.0023893,3
1.5169,-0.0076687,-0.010383,0.0021606,3
1.517,-0.0065479,-0.010234,0.0019366,3
1.5172,-0.0048962,-0.0080806,0.0020067,3
1.5173,-0.009611,-0.010264,0.0015202,3
1.5175,-0.0089222,-0.010036,0.0021858,3
1.5177,-0.0089467,-0.0075117,0.0027839,3
1.518,-0.0069131,-0.0061235,0.0028935,3
1.5181,-0.0076028,-0.0055839,0.0019601,3
1.5183,-0.0083548,-0.01003,0.0013446,3
1.5185,-0.0075713,-0.011109,0.0023943,3
1.5186,-0.0065683,-0.011174,0.0016284,3
1.5187,-0.0042737,-0.0088718,0.0013028,3
1.5187,-0.0081311,-0.0089891,0.00053474,3
1.5189,-0.006877,-0.0089855,0.001607,3
1.519,-0.0098705,-0.011633,0.00098621,3
1.5191,-0.0092551,-0.0083047,0.0013954,3
1.5192,-0.0081484,-0.0061097,0.0016006,3
1.5193,-0.008823,-0.0064008,0.0013749,3
1.5194,-0.0082312,-0.0097021,0.0015255,3
1.5196,-0.0087809,-0.013502,0.0014984,3
1.5197,-0.009374,-0.011364,0.001544,3
1.5198,-0.00778,-0.0093971,0.0011434,3
1.52,-0.0069134,-0.0062736,0.0023848,3
1.5202,-0.007518,-0.0069742,0.0020491,3
1.5203,-0.0101,-0.0089629,0.0015242,3
1.5204,-0.009695,-0.0084425,0.00083949,3
1.5205,-0.0084003,-0.0076258,0.0012551,3
1.5206,-0.0085951,-0.0073803,0.0011635,3
1.5206,-0.0060527,-0.0093371,0.0004849,3
1.5206,-0.0061337,-0.011371,-2.4729e-05,3
1.5206,-0.0076512,-0.011687,-6.751e-05,3
1.5206,-0.0088927,-0.0090971,0.00047545,3
1.5207,-0.0073071,-0.0086456,0.00065504,3
1.5208,-0.008675,-0.010616,0.00085093,3
1.5208,-0.0097302,-0.00908,0.00038198,3
1.5208,-0.0081248,-0.0070789,0.0005455,3
1.5209,-0.0071997,-0.0069382,0.00054506,3
1.5209,-0.0095041,-0.0065904,1.3798e-05,3
1.5209,-0.0078458,-0.0096879,0.00022193,3
1.5209,-0.0073034,-0.011011,0.00027624,3
1.5209,-0.0088128,-0.0068324,0.00014178,3
1.521,-0.0056406,-0.0051311,0.00036386,3
1.521,-0.0063724,-0.0077298,5.3512e-05,3
1.5209,-0.0080384,-0.0090959,-0.00065274,3
1.5208,-0.0096874,-0.0098079,-0.0011969,3
1.5208,-0.0094003,-0.0071616,-0.00094965,3
1.5206,-0.007076,-0.0086269,-0.0013422,3
1.5205,-0.0087527,-0.0091318,-0.0013553,3
1.5204,-0.0085838,-0.010357,-0.0011839,3
1.5203,-0.0086466,-0.0080941,-0.0014666,3
1.5202,-0.0088393,-0.0075759,-0.001158,3
1.5201,-0.0079013,-0.0078382,-0.00078392,3
1.5201,-0.00838,-0.0071005,-0.00066754,3
1.52,-0.0090643,-0.0037068,-0.00055046,3
1.52,-0.0063595,-0.0066793,-0.00033213,3
1.52,-0.010082,-0.0088184,-0.00041759,3
1.5199,-0.0096815,-0.011079,-0.00078291,3
1.5198,-0.0063489,-0.008051,-0.00084867,3
1.5197,-0.0084792,-0.0064522,-0.0011707,3
1.5196,-0.0093164,-0.0052683,-0.0012913,3
1.5195,-0.00978,-0.0085017,-0.0015345,3
1.5193,-0.0079795,-0.0068488,-0.0020384,3
1.5192,-0.010093,-0.0081165,-0.0020773,3
1.519,-0.0072425,-0.007553,-0.001998,3
1.5188,-0.0084698,-0.0070294,-0.0018233,3
1.5187,-0.0075199,-0.00849,-0.0015527,3
1.5186,-0.0051397,-0.0069316,-0.0010345,3
1.5186,-0.0083176,-0.0079948,-0.00071507,3
1.5185,-0.0092079,-0.0073256,-0.001034,3
1.5184,-0.0094708,-0.0080182,-0.00119,3
1.5183,-0.0084855,-0.0052942,-0.00059477,3
1.5182,-0.0071921,-0.0047326,-0.0012309,3
1.5182,-0.0086089,-0.0034909,-0.0009377,3
1.5181,-0.008201,-0.0068669,-0.0011205,3
1.5179,-0.0080446,-0.0066291,-0.0015391,3
1.5178,-0.0080062,-0.0055364,-0.0020499,3
1.5176,-0.0079592,-0.0062617,-0.0017524,3
1.5174,-0.0076457,-0.0089171,-0.0020647,3
1.5173,-0.0079513,-0.010771,-0.0020848,3
1.5171,-0.0061413,-0.0068792,-0.0024883,3
1.5169,-0.0066404,-0.0053332,-0.0021697,3
1.5167,-0.0088543,-0.0038209,-0.0020543,3
1.5165,-0.01074,-0.0054051,-0.0020116,3
1.5164,-0.010057,-0.0046942,-0.0018636,3
1.5163,-0.0084291,-0.0021774,-0.0015355,3
1.5162,-0.008935,-0.0045219,-0.0010607,3
1.5161,8.1991e-05,6.1315e-05,9.0588e-06,3
1.516,-0.0075513,-0.007114,-0.0013724,3
1.5158,-0.0068679,-0.00643,-0.0017299,3
1.5157,-0.0098799,-0.0059083,-0.0019087,3
1.5155,-0.0091507,-0.0069387,-0.0020844,3
1.5153,-0.0074559,-0.0079399,-0.0026799,3
1.515,-0.0078043,-0.0062693,-0.0031937,3
1.5148,-0.0099282,-0.0057164,-0.0028771,3
1.5146,-0.0092917,-0.0033118,-0.0023477,3
1.5143,-0.0076806,-0.004618,-0.0029317,3
1.5141,-0.0040477,-0.0051273,-0.0023619,3
1.5139,-0.0073016,-0.0074722,-0.0021609,3
1.5138,-0.0082397,-0.0052522,-0.0021915,3
1.5135,-0.0095696,-0.0062338,-0.0030241,3
1.5133,-0.0065466,-0.0075142,-0.0024482,3
1.5131,-0.0072505,-0.0063545,-0.0028079,3
1.5129,-0.0053023,-0.0028519,-0.0016527,3
1.5127,-0.0075661,-0.0050744,-0.0025459,3
1.5125,-0.0071767,-0.0058686,-0.0028594,3
1.5123,-0.0077806,-0.0085089,-0.0027948,3
1.512,-0.0080826,-0.0076495,-0.0026287,3
1.5118,-0.0058938,-0.0074567,-0.0025684,3
1.5116,-0.0067265,-0.0073372,-0.0025478,3
1.5113,-0.0088013,-0.0079209,-0.0031965,3
1.5111,-0.0079972,-0.0067324,-0.0034037,3
1.5108,-0.0077749,-0.0060903,-0.0033776,3
1.5105,-0.0068289,-0.0077355,-0.0035543,3
1.5102,-0.006959,-0.0070736,-0.0033066,3
1.5099,-0.0061554,-0.0062939,-0.0031448,3
1.5097,-0.0053684,-0.0073775,-0.0030122,3
1.5095,-0.0055102,-0.0068482,-0.002836,3
1.5092,-0.0058668,-0.0081537,-0.0032061,3
1.5089,-0.0081244,-0.0071148,-0.0035296,3
1.5087,-0.0053979,-0.0077713,-0.0025951,3
1.5084,-0.0093869,-0.0078432,-0.0034189,3
1.5083,-0.014072,-0.012982,-0.00083708,3
1.5081,-0.0052642,-0.0067987,-0.0022437,3
1.5079,-0.0058884,-0.007234,-0.0025516,3
1.5076,-0.0065872,-0.0078589,-0.0032879,3
1.5074,-0.0044813,-0.0083469,-0.0032282,3
1.5071,-0.0035118,-0.0056629,-0.0031962,3
1.5069,-0.0025796,-0.0071959,-0.0028037,3
1.5066,-0.0061312,-0.0085115,-0.0038317,3
1.5063,-0.0043993,-0.0073203,-0.0034502,3
1.506,-0.0048383,-0.0077392,-0.003284,3
1.5057,-0.0064359,-0.008561,-0.0032644,3
1.5055,-0.0063854,-0.0081528,-0.0032016,3
1.5052,-0.0075739,-0.009296,-0.00305,3
1.505,-0.0052406,-0.0065217,-0.0025596,3
1.5048,-0.0045918,-0.0079304,-0.0026237,3
1.5045,-0.0059892,-0.0089689,-0.0029114,3
1.5043,-0.0063193,-0.0076975,-0.0028866,3
1.5041,-0.0071497,-0.0066974,-0.002596,3
1.5039,-0.0042468,-0.0087493,-0.0024609,3
1.5036,-0.0056362,-0.0097677,-0.0028453,3
1.5034,-0.0046067,-0.0097222,-0.0024601,3
1.5032,-0.0044095,-0.0077674,-0.0026052,3
1.503,-0.0054545,-0.0088618,-0.0028445,3
1.5027,-0.001587,-0.007473,-0.0033348,3
1.5024,-0.0035985,-0.0093341,-0.0033652,3
1.5022,-0.0027247,-0.0073775,-0.0027185,3
1.502,-0.0043234,-0.0087853,-0.0026766,3
1.5017,-0.003148,-0.010287,-0.002947,3
1.5015,-0.0052009,-0.010699,-0.0024381,3
1.5014,-0.0056836,-0.0090767,-0.001934,3
1.5012,-0.0052929,-0.010838,-0.0022183,3
1.501,-0.0047424,-0.010457,-0.001827,3
1.5008,-0.0045022,-0.0085119,-0.0022435,3
1.5007,-0.003936,-0.0084518,-0.0021267,3
1.5005,-0.0057753,-0.0095393,-0.0020084,3
1.5003,-0.0026895,-0.010035,-0.0021122,3
1.5002,-0.0028819,-0.0080986,-0.0019165,3
1.5,-0.0036493,-0.010568,-0.0019805,3
1.4998,-0.0032231,-0.0105,-0.0020922,3
1.4997,-0.00015626,-0.0092279,-0.0018747,3
1.4995,-0.0030838,-0.0084023,-0.0020557,3
1.4994,0.0013679,-0.010174,-0.0014979,3
1.4992,-0.0030051,-0.008104,-0.0024574,3
1.499,-0.0020106,-0.0085966,-0.0024288,3
1.4988,-0.0024985,-0.008364,-0.0018721,3
1.4987,-0.002198,-0.0087672,-0.0012573,3
1.4986,-0.0037397,-0.011721,-0.001431,3
1.4985,-0.0030398,-0.0084236,-0.0011287,3
1.4984,-0.0047832,-0.0083184,-0.00097913,3
1.4983,-0.0023775,-0.0088428,-0.0011375,3
1.4982,-0.0019697,-0.010532,-0.001692,3
1.498,-0.0028891,-0.011083,-0.0019156,3
1.4978,-0.0035325,-0.0092655,-0.002214,3
1.4977,-0.00020106,-0.0081044,-0.0012787,3
1.4976,-0.0022687,-0.0094629,-0.0017428,3
1.4974,-0.0020485,-0.011958,-0.0016904,3
1.4973,0.00017918,-0.010293,-0.0016186,3
1.4971,-0.0017027,-0.010394,-0.0017711,3
1.4971,0.002293,-0.012732,6.5266e-05,3
1.497,-0.00059069,-0.014041,-0.0021713,3
1.4968,-0.0015158,-0.011425,-0.0019691,3
1.4966,-0.0015146,-0.010946,-0.0023217,3
1.4964,-0.0004517,-0.0097425,-0.0021051,3
1.4962,-0.0017593,-0.010187,-0.0023433,3
1.4961,-0.0022511,-0.0089325,-0.0014058,3
1.496,-0.0025858,-0.010903,-0.0013164,3
1.4959,0.00042774,-0.0093579,-0.0015558,3
1.4957,-0.0013429,-0.012466,-0.0023641,3
1.4955,-0.0008372,-0.012565,-0.0027684,3
1.4952,-0.0018245,-0.012296,-0.0030253,3
1.495,0.00033603,-0.011164,-0.0029479,3
1.4948,0.00036947,-0.011749,-0.0025709,3
1.4945,-6.6384e-05,-0.01119,-0.0025719,3
1.4943,-0.0013539,-0.010558,-0.0030042,3
1.494,-0.0015146,-0.012353,-0.0034474,3
1.4938,0.00076208,-0.009626,-0.0028391,3
1.4935,0.00020918,-0.012456,-0.0028838,3
1.4932,-0.00066012,-0.013018,-0.0032208,3
1.4929,0.0013,-0.014862,-0.003567,3
1.4927,0.0024278,-0.010719,-0.0034941,3
1.4924,0.0035862,-0.011622,-0.003759,3
1.4921,0.0030926,-0.012251,-0.0033791,3
1.4918,0.0023605,-0.012887,-0.0033447,3
1.4915,0.0018051,-0.013857,-0.0037646,3
1.4911,0.00086619,-0.014139,-0.0041625,3
1.4907,-1.4554e-05,0.00010332,4.3931e-05,3
1.4904,0.0010409,-0.0088194,-0.0043066,4
1.49,-0.00064838,-0.014862,-0.0050384,4
1.4895,0.0029607,-0.013425,-0.0050441,4
1.4891,0.0039889,-0.015193,-0.0047925,4
1.4887,0.0028263,-0.015619,-0.0051298,4
1.4883,0.0013174,-0.01704,-0.0045334,4
1.488,0.0045198,-0.012523,-0.0043036,4
1.4876,0.0043337,-0.010853,-0.0048441,4
1.4872,0.005084,-0.011716,-0.0044885,4
1.4869,0.00096323,-0.012674,-0.0039066,4
1.4865,0.0042006,-0.012381,-0.0042227,4
1.4861,0.0055848,-0.012714,-0.0048775,4
1.4857,0.0050206,-0.015021,-0.0048625,4
1.4854,0.0080775,-0.0088594,-0.003025,4
1.4851,0.0060005,-0.011926,-0.0044771,4
1.4847,0.0064374,-0.013893,-0.0050073,4
1.4842,0.0072276,-0.014421,-0.0051245,4
1.4839,0.0054456,-0.013555,-0.0045102,4
1.4835,0.0061574,-0.010111,-0.0038599,4
1.4831,0.0042953,-0.016275,-0.0047809,4
1.4829,0.0065005,-0.012782,-0.0035074,4
1.4825,0.0067679,-0.015699,-0.0037096,4
1.4822,0.0087672,-0.013615,-0.0039835,4
1.4818,0.010329,-0.012219,-0.0044845,4
1.4816,0.0098226,-0.01124,-0.0027723,4
1.4813,0.007691,-0.016385,-0.0033024,4
1.481,0.0091357,-0.01361,-0.0040084,4
1.4807,0.011561,-0.013022,-0.003598,4
1.4805,0.0095368,-0.0082144,-0.0021812,4
1.4802,0.0085813,-0.016884,-0.0039386,4
1.4799,0.0095268,-0.0096751,-0.0034194,4
1.4797,0.0096354,-0.01084,-0.0027823,4
1.4794,0.009787,-0.020886,-0.0029114,4
1.4792,0.013754,-0.014119,-0.0023476,4
1.479,0.013038,-0.013741,-0.0026198,4
1.4788,0.011396,-0.013541,-0.0029811,4
1.4786,0.0095006,-0.016324,-0.0023772,4
1.4784,0.012809,-0.011537,-0.0017522,4
1.4782,0.01098,-0.014544,-0.0029156,4
1.478,0.014519,-0.0071312,-0.0021204,4
1.4779,0.016037,-0.015476,-0.0016131,4
1.4777,0.012719,-0.016344,-0.0020962,4
1.4775,0.011271,-0.012763,-0.0018209,4
1.4774,0.012203,-0.014702,-0.0012921,4
1.4772,0.017664,-0.016661,-0.0021371,4
1.4772,0.012923,-0.013378,-0.00074917,4
1.4771,0.01071,-0.010783,-0.0012777,4
1.4769,0.012863,-0.01598,-0.0022873,4
1.4768,0.019898,-0.0078994,-0.0012592,4
1.4767,0.014416,-0.014236,-0.0014901,4
1.4765,0.019036,-0.012521,-0.0017008,4
1.4764,0.015218,-0.012079,-0.0020527,4
1.4763,0.01665,-0.0086104,-0.00011132,4
1.4762,0.018061,-0.012519,-0.001953,4
1.4761,0.017479,-0.011956,-0.0011351,4
1.476,0.017604,-0.016059,-0.00093594,4
1.476,0.018131,-0.011764,-4.1211e-05,4
1.4759,0.016672,-0.010367,-0.00128,4
1.4757,0.016309,-0.013989,-0.0018598,4
1.4756,0.020642,-0.012908,-0.0010839,4
1.4756,0.018103,-0.010009,-0.00095856,4
1.4755,0.018967,-0.010343,-0.0012616,4
1.4754,0.022193,-0.01033,-0.00080093,4
1.4753,0.018351,-0.014122,-0.00098116,4
1.4752,0.020492,-0.01134,-0.0010775,4
1.475,0.027161,-0.013705,-0.0023737,4
1.4749,0.018671,-0.013159,-0.001625,4
1.4747,0.020711,-0.010408,-0.0019547,4
1.4747,0.026809,-0.0082983,-0.00033745,4
1.4746,0.020719,-0.012503,-0.0012088,4
1.4745,0.024031,-0.0099865,-0.00087978,4
1.4745,0.022886,-0.0083078,-0.00058026,4
1.4744,0.026988,-0.0052236,-0.0009938,4
1.4742,0.023275,-0.019719,-0.0020951,4
1.4742,0.025578,-0.0059567,-0.00068918,4
1.4741,0.02365,-0.011736,-0.00028039,4
1.474,0.030103,-0.011506,-0.00159,4
1.474,0.024228,-0.0095252,-5.5046e-05,4
1.4738,0.026057,-0.014214,-0.0024962,4
1.4738,0.029737,-0.0064691,-0.00027887,4
1.4737,0.023856,-0.016723,-0.0010434,4
1.4737,0.028016,-0.0068441,-0.00035608,4
1.4736,0.023611,-0.0098824,-0.00055422,4
1.4735,0.032067,-0.013147,-0.000914,4
1.4735,0.027514,-0.010682,-0.00053123,4
1.4734,0.027069,-0.014275,-0.00074175,4
1.4734,0.0288,-0.010352,0.00017829,4
1.4734,0.027945,-0.012467,-0.00036686,4
1.4734,0.030704,-0.010299,-0.00045984,4
1.4734,0.033217,-0.012153,0.00025679,4
1.4732,0.02903,-0.015192,-0.0018052,4
1.4733,0.028032,-0.0084659,0.0013242,4
1.4732,0.029934,-0.0086095,-0.0013301,4
1.4733,0.032524,-0.010533,0.0011112,4
1.4732,0.033599,-0.013908,-0.0015932,4
1.4733,0.033627,-0.011527,0.00076678,4
1.4732,0.030512,-0.014181,-0.00050165,4
1.4733,0.030135,-0.010637,0.0012014,4
1.4731,0.03085,-0.016924,-0.0025998,4
1.4731,0.034621,-0.013785,0.00048851,4
1.4731,0.035136,-0.010614,-0.00055365,4
1.4732,0.030384,-0.0090414,0.00099843,4
1.4731,0.033481,-0.017163,-0.0012753,4
1.4731,0.035977,-0.0053307,-0.00010974,4
1.4731,0.033367,-0.018341,0.00018296,4
1.4732,0.036248,-0.0049674,0.0013038,4
1.4731,0.03726,-0.01586,-0.00067398,4
1.4731,0.035931,-0.013837,4.4561e-05,4
1.473,0.035925,-0.012794,-0.0018163,4
1.4731,0.034887,-0.013944,0.0012781,4
1.473,0.033359,-0.011259,-0.0010695,4
1.473,0.034094,-0.015724,0.00018043,4
1.473,0.041156,-0.0099343,-0.00018246,4
1.473,0.033732,-0.0068192,0.00038376,4
1.473,0.035634,-0.015803,-9.4912e-05,4
1.473,0.042102,-0.0069122,-0.00040295,4
1.4732,0.03756,-0.015005,0.0022699,4
1.4732,0.043178,-0.0081257,-0.00020295,4
1.4732,0.037809,-0.014037,0.00065444,4
1.4731,-0.00037684,0.0001341,1.3538e-05,4
1.4731,0.038436,-0.008454,0.00014663,4
1.4732,0.036597,-0.017384,0.0012612,4
1.4731,0.041293,-0.0056563,-0.001492,4
1.4732,0.043403,-0.018792,0.0010222,4
1.4733,0.036352,-0.0055065,0.0010123,4
1.4733,0.038677,-0.0081951,0.00079374,4
1.4734,0.041658,-0.017426,0.00063862,4
1.4734,0.04248,-0.0090724,-0.0002054,4
1.4734,0.03948,-0.014975,0.00072186,4
1.4734,0.040692,-0.01721,9.5787e-05,4
1.4734,0.042531,-0.0080015,-0.00081475,4
1.4734,0.041421,-0.012327,0.00058505,4
1.4735,0.041899,-0.0095223,0.0013633,4
1.4735,0.045277,-0.01129,4.7301e-05,4
1.4736,0.044357,-0.010554,0.00054473,4
1.4737,0.041124,-0.0071174,0.00147,4
1.4737,0.041776,-0.017989,-9.3884e-05,4
1.4738,0.043623,-0.012321,0.0012451,4
1.4738,0.042781,-0.013528,-8.4505e-05,4
1.4738,0.04256,-0.01184,0.00043339,4
1.4738,0.042613,-0.011612,0.00023875,4
1.4739,0.045509,-0.014533,0.00045699,4
1.474,0.04865,-0.0080565,0.0011357,4
1.474,0.042792,-0.010917,0.00053905,4
1.474,0.044643,-0.010987,-0.00056394,4
1.4741,0.044251,-0.0083103,0.0018583,4
1.4741,0.043306,-0.011534,-0.00072285,4
1.4742,0.047294,-0.012523,0.0010755,4
1.4742,0.049313,-0.011407,0.00048422,4
1.4741,0.042755,-0.013412,-0.00075767,4
1.4742,0.048307,-0.0090596,0.0010335,4
1.4743,0.047161,-0.013819,0.0013079,4
1.4743,0.043039,-0.014852,-0.00049725,4
1.4742,0.044309,-0.012063,-0.00056853,4
1.4744,0.04586,-0.0094411,0.001912,4
1.4744,0.04858,-0.010218,4.7719e-05,4
1.4744,0.049387,-0.0088024,-2.4977e-05,4
1.4744,0.049627,-0.0096716,0.00051425,4
1.4744,0.042254,-0.01204,8.2274e-06,4
1.4745,0.05122,-0.0086984,0.00036213,4
1.4745,0.051356,-0.01488,-2.1564e-06,4
1.4745,0.047269,-0.016451,0.00011993,4
1.4746,0.051971,-0.0029781,0.00099306,4
1.4746,0.043576,-0.010567,0.00037676,4
1.4747,0.052356,-0.010468,0.0013317,4
1.4748,0.051532,-0.0064593,0.0016078,4
1.4749,0.044041,-0.012452,0.00048186,4
1.475,0.048358,-0.013453,0.0016431,4
1.4752,0.048992,-0.0083876,0.0019497,4
1.4753,0.052477,-0.016591,0.0019566,4
1.4755,0.049448,-0.010583,0.0020316,4
1.4756,0.053037,-0.0087809,0.0015387,4
1.4758,0.046142,-0.01531,0.0018023,4
1.476,0.049905,-0.0076803,0.0020577,4
1.4763,0.055401,-0.0075774,0.0033995,4
1.4765,0.049132,-0.015097,0.0024879,4
1.4767,0.052681,-0.0067163,0.002847,4
1.4769,0.048729,-0.0067006,0.00283,4
1.4771,0.051005,-0.016171,0.0025728,4
1.4774,0.04957,-0.012174,0.0033107,4
1.4778,0.055322,-0.0058126,0.0045112,4
1.478,0.050514,-0.016082,0.0029044,4
1.4784,0.048879,-0.0062782,0.0041969,4
1.4788,0.05777,-0.0057236,0.0045236,4
1.4791,0.050062,-0.011526,0.004011,4
1.4795,0.05016,-0.0062296,0.0049433,4
1.4799,0.054497,-0.0090507,0.0040134,4
1.4802,0.050374,-0.010442,0.0041217,4
1.4806,0.053285,-0.0074652,0.0043575,4
1.4809,0.053527,-0.010138,0.0046133,4
1.4814,0.052491,-0.0091717,0.0054857,4
1.4818,0.05651,-0.0079912,0.0047764,4
1.4822,0.051889,-0.0090271,0.0044671,4
1.4826,0.053991,-0.003399,0.0054589,4
1.483,0.050033,-0.0066771,0.0041893,4
1.4834,0.054152,-0.0093433,0.0052713,4
1.4838,0.058975,-0.0093425,0.005065,4
1.4843,0.049852,-0.0068539,0.0055687,4
1.4847,0.053116,-0.010225,0.0046353,4
1.485,0.053713,-0.0058558,0.0042489,4
1.4855,0.054918,-0.0046636,0.0061541,4
1.486,0.055775,-0.0062479,0.0054324,4
1.4864,0.051639,-0.0082351,0.0046254,4
1.4868,0.050558,-0.0079136,0.0053069,4
1.4872,0.05833,-0.0048968,0.0047911,4
1.4877,0.053303,-0.0098962,0.0051917,4
1.4882,0.052089,-0.0030703,0.0059617,4
1.4886,0.060031,-0.0077161,0.0046724,4
1.489,0.053555,-0.0062664,0.0054105,4
1.4895,0.05475,-0.0064386,0.0059683,4
1.4898,0.056536,-0.0062718,0.0043368,4
1.4903,0.054842,-0.0040512,0.0055506,4
1.4908,0.057726,-0.0077813,0.0059055,4
1.4912,0.053221,-0.004121,0.004979,4
1.4916,0.051544,-0.0045585,0.0046928,4
1.492,0.057336,-0.0051362,0.0047629,4
1.4924,0.055493,-0.0045345,0.0045038,4
1.4929,0.053544,-0.0076587,0.0065011,4
1.4933,0.0576,-0.0052114,0.0044873,4
1.4937,0.056593,-0.0049815,0.0051873,4
1.4942,0.056917,-0.006636,0.0056668,4
1.4945,0.058779,-0.0057332,0.0038875,4
1.495,0.05546,-0.004345,0.0054452,4
1.4954,0.059729,-0.0071405,0.0044966,4
1.4957,0.056152,-0.0030116,0.0043016,4
1.4961,0.054281,-0.0061963,0.0044599,4
1.4964,0.061518,-0.0043182,0.0041648,4
1.4968,0.056514,-0.0051392,0.0046338,4
1.4971,0.057453,-0.0098123,0.003936,4
1.4975,0.058691,-0.0066496,0.0042524,4
1.4978,0.057056,-0.0038264,0.0034799,4
1.4981,0.060099,-0.0081552,0.0035051,4
1.4984,0.056566,-0.003607,0.0039213,4
1.4988,0.059931,-0.0056795,0.0040948,4
1.499,0.055333,-0.0052405,0.0035206,4
1.4994,0.060216,-0.00058797,0.0042205,4
1.4997,0.058722,-0.0042852,0.0034724,4
1.5,0.058245,-0.0078354,0.0036939,4
1.5003,0.060493,-0.003111,0.0030043,4
1.5006,-0.00055411,7.0011e-05,-3.3653e-05,4
1.5009,0.060937,-0.0051294,0.0036382,4
1.501,0.062289,-0.0044508,0.0023779,4
1.5014,0.057083,-0.0099506,0.0040063,4
1.5016,0.058928,-0.0018587,0.0031062,4
1.502,0.056431,-0.003306,0.0039154,4
1.5022,0.061134,-0.0062423,0.0028147,4
1.5025,0.060883,-0.0039511,0.0036553,4
1.5028,0.060301,-0.0084519,0.0038684,4
1.5031,0.057952,-0.0064379,0.0029329,4
1.5034,0.06278,-0.00305,0.0034159,4
1.5036,0.061573,-0.0070065,0.0024475,4
1.5039,0.061553,-0.0053684,0.0035576,4
1.5041,0.061411,-0.0055683,0.0028756,4
1.5043,0.059235,-0.0074277,0.0029549,4
1.5046,0.062366,-0.0031481,0.0025821,4
1.5049,0.064075,-0.0014459,0.0041327,4
1.5052,0.060347,-0.0056959,0.003336,4
1.5054,0.061556,-0.003376,0.002446,4
1.5056,0.064754,-0.007456,0.0031805,4
1.5059,0.060295,-0.0057598,0.0024594,4
1.5061,0.059653,-0.0048501,0.0029572,4
1.5064,0.063383,-0.0044764,0.0034662,4
1.5067,0.061493,-0.0044664,0.0032402,4
1.507,0.063732,-0.006196,0.0039813,4
1.5073,0.059995,-0.0068872,0.0043099,4
1.5076,0.065567,-0.0074247,0.0025624,4
1.5079,0.060855,0.0013548,0.0037495,4
1.5081,0.061261,-0.0042606,0.0029197,4
1.5084,0.064123,-0.0024948,0.0037242,4
1.5087,0.063457,-0.0072012,0.0035659,4
1.509,0.062961,-0.0059891,0.0029099,4
1.5092,0.061865,-0.0059608,0.0032867,4
1.5095,0.06347,-0.0038278,0.0034124,4
1.5098,0.063399,-0.0024076,0.003726,4
1.5101,0.062901,-0.0019638,0.0032648,4
1.5105,0.059215,-0.0061094,0.0040061,4
1.5107,0.064038,-0.0031397,0.0028592,4
1.511,0.062143,-0.0042245,0.0039655,4
1.5113,0.062204,-0.0024603,0.0039207,4
1.5116,0.061111,-0.0036467,0.0028734,4
1.5119,0.064452,-0.004212,0.0034815,4
1.5121,0.062534,-0.0038355,0.0032091,4
1.5124,0.064712,-0.0060178,0.0033156,4
1.5128,0.061996,0.00098619,0.0040856,4
1.513,0.063261,-0.0025976,0.002813,4
1.5133,0.063952,0.00040165,0.0033824,4
1.5135,0.060618,-0.0063535,0.0031545,4
1.5137,0.062826,-0.0041931,0.00218,4
1.5141,0.062928,-0.0039146,0.0040389,4
1.5143,0.061514,-0.0021426,0.0025863,4
1.5145,0.060441,-0.0055622,0.0032692,4
1.5148,0.063048,-0.0031258,0.0031074,4
1.515,0.060427,-0.0033493,0.0019158,4
1.5152,0.063917,0.001028,0.0030858,4
1.5155,0.060246,0.00070903,0.0028781,4
1.5157,0.060995,-0.0023689,0.0032114,4
1.516,0.061157,-0.0058302,0.0028299,4
1.5162,0.063608,-0.0058415,0.0022924,4
1.5165,0.061417,-0.0011895,0.0042665,4
1.5166,0.060773,-0.0035935,0.0014204,4
1.517,0.063468,0.00070351,0.0043373,4
1.5172,0.060541,-0.0043437,0.0029431,4
1.5175,0.059751,8.6155e-05,0.0030767,4
1.5177,0.059269,-0.0027723,0.0030903,4
1.518,0.062468,0.0047657,0.0027719,4
1.5183,0.059743,-0.0054874,0.0033017,4
1.5185,0.058633,0.00018158,0.0030115,4
1.5187,0.058281,-0.0061633,0.0026971,4
1.519,0.060319,-0.00061455,0.0033708,4
