1534866750291430436,-0.00672882, -0.103178, 0.169225, -0.0196425, 0.032925, 0.0343476, -0.0365614, -0.0587912, 0.134628, 0.00966745, 0.000934573, 0.00744164, 0.00966745, 0.000934573, 0.00744164, -0.411268, -0.118062, 9.87997
1534866750341038438,-0.00789394, -0.102537, 0.171926, -0.0194539, 0.0328904, 0.0343877, -0.0332597, -0.0579984, 0.132126, -0.00432037, 0.00202759, 0.00373012, -0.00628675, 0.00117418, 0.00316701, -0.215124, -0.304939, 9.74778
1534866750390949049,-0.00847014, -0.100457, 0.174718, -0.0194042, 0.0330268, 0.0343123, -0.0300744, -0.0587846, 0.131509, -0.00135306, 0.00486717, -0.00344498, 0.00662008, 0.00286057, -0.00934192, -0.45682, -0.0224291, 9.75076
1534866750441089107,-0.00944209, -0.0978916, 0.179111, -0.019474, 0.0331225, 0.0343237, -0.0267644, -0.0527018, 0.122879, -0.00337823, 0.00222598, -0.000370667, -0.00337823, 0.00222598, -0.000370667, -0.214185, -0.149093, 9.70298
1534866750491079059,-0.0100635, -0.0980391, 0.182053, -0.0196224, 0.0332854, 0.0342202, -0.0246797, -0.0570641, 0.120421, -9.63897e-05, 0.00149881, -0.000570097, -9.63897e-05, 0.00149881, -0.000570097, -0.233942, 0.172088, 9.80553
1534866750540933612,-0.0106158, -0.0981847, 0.184218, -0.0196437, 0.0332955, 0.0343167, -0.0222133, -0.0651288, 0.115502, -0.00194486, 0.000884226, -0.00143809, -0.00194486, 0.000884226, -0.00143809, -0.389924, -0.212114, 9.65198
1534866750591003794,-0.0117411, -0.098811, 0.187199, -0.0196362, 0.0332994, 0.0342942, -0.0413228, -0.0614259, 0.151608, 0.0109521, -0.0020695, -0.00807127, -0.00982293, 0.0085193, 0.010745, -0.208713, -0.175756, 9.64336
1534866750641173474,-0.0130191, -0.096942, 0.190845, -0.0198245, 0.0336053, 0.0342637, -0.0392494, -0.0553815, 0.141553, 0.00239136, 0.00647761, -0.00716281, 0.00239136, 0.00647761, -0.00716281, -0.416951, -0.0347751, 9.57621
1534866750691018021,-0.0136754, -0.0955169, 0.191132, -0.0198339, 0.0337824, 0.0343037, -0.0390978, -0.0580138, 0.136432, 0.0057874, 0.00842749, 0.000332565, -0.000311577, 0.00235486, 0.00230477, -0.221536, -0.188065, 9.65767
1534866750740988496,-0.0142465, -0.0939725, 0.190156, -0.0199175, 0.0337397, 0.0342356, -0.0383323, -0.0563792, 0.131922, -0.00622421, -0.0127608, 0.000282224, -0.0108135, -0.0108401, -0.00374982, -0.391734, -0.160973, 9.7241
1534866750791204003,-0.0152826, -0.0920304, 0.191578, -0.0199445, 0.0337682, 0.0342708, -0.0338507, -0.0541782, 0.127153, 0.00519172, -0.0062342, -0.000229651, 0.00519172, -0.0062342, -0.000229651, -0.125546, -0.197276, 9.74499
1534866750841031193,-0.0158454, -0.0911893, 0.192905, -0.0200185, 0.0336135, 0.0343006, -0.0324069, -0.0529955, 0.124644, -0.00800542, -0.00463722, 0.00104978, 0.00419743, -0.0024558, 0.00188267, -0.3831, 0.285978, 9.90502
1534866750892694255,-0.0167883, -0.0895091, 0.194598, -0.0200841, 0.0334628, 0.0341964, -0.0304055, -0.0414268, 0.123295, -0.000156679, 0.00239122, 0.00230203, -0.000156679, 0.00239122, 0.00230203, -0.377546, 0.020656, 9.84777
